Data;Precipitazione dalle 9 alle 9 ( mm );Precipitazione dalle 0 alle 0 ( mm );Neve Fresca ( cm );Neve al Suolo ( cm );Neve Altezza Massima ( cm );Temperatura media ( °C );Temperatura massima ( °C );Temperatura minima ( °C );Umidita' media ( % );Umidita' massima ( % );Umidita' minima ( % );Radiazione totale ( MJ/mq );
14/11/2019;0,0;0,0;0;0;;4,9;7,0;1,1;89;99;70;0,8;
15/11/2019;38,0;28,8;0;0;;5,4;7,2;3,3;94;99;84;1,8;
16/11/2019;5,4;13,8;0;0;;6,5;8,7;5,0;93;99;74;2,3;
17/11/2019;0,6;1,2;0;0;;6,9;10,3;5,2;91;99;63;4,4;
18/11/2019;14,6;14,8;0;0;;6,3;7,7;5,3;96;99;82;1,6;
19/11/2019;14,6;6,4;0;0;;7,3;9,5;5,4;97;99;89;2,0;
20/11/2019;16,0;20,4;0;0;;9,2;11,9;8,1;96;99;83;2,5;
21/11/2019;0,8;4,4;0;0;;8,8;9,9;7,5;98;99;92;1,3;
22/11/2019;12,2;6,4;0;0;;8,0;9,2;7,0;98;99;94;0,7;
23/11/2019;22,8;17,0;0;0;;9,5;10,6;7,5;99;99;99;;
24/11/2019;100,2;64,6;0;0;;9,7;10,6;9,0;99;99;99;;
25/11/2019;33,2;73,2;0;0;;11,1;14,5;8,1;95;99;78;1,8;
26/11/2019;0,2;7,6;0;0;;9,0;13,4;6,1;94;99;75;3,6;
27/11/2019;9,6;0,0;0;0;;9,3;11,8;8,3;97;99;87;2,6;
28/11/2019;3,2;12,8;0;0;;8,5;11,7;5,2;92;99;75;4,2;
29/11/2019;0,2;0,0;0;0;;6,7;13,1;2,7;92;99;60;4,7;
30/11/2019;0,0;0,2;0;0;;7,5;15,4;2,5;80;99;32;4,6;
01/12/2019;1,8;0,2;0;0;;6,0;7,2;4,6;98;99;92;;
02/12/2019;15,4;17,0;0;0;;5,5;10,5;2,5;91;99;65;4,4;
03/12/2019;2,8;0,6;0;0;;7,1;8,8;5,3;97;99;90;1,3;
04/12/2019;0,4;2,6;0;0;;5,3;7,2;1,4;83;99;63;2,4;
05/12/2019;0,0;0,0;0;0;;3,1;8,7;0,0;89;99;58;4,3;
06/12/2019;0,2;0,2;0;0;;3,0;8,6;-0,2;90;99;61;4,1;
07/12/2019;0,2;0,2;0;0;;4,8;11,0;1,0;84;99;48;4,1;
08/12/2019;0,0;0,0;0;0;;6,0;10,5;1,8;81;99;62;4,0;
09/12/2019;0,0;0,0;0;0;;7,1;12,8;3,3;83;99;49;4,2;
10/12/2019;0,0;0,0;0;0;;6,1;13,8;1,0;66;99;22;4,3;
11/12/2019;0,0;0,0;0;0;;2,9;5,2;-0,6;77;91;62;2,1;
12/12/2019;0,0;0,0;0;0;;2,4;3,6;-0,1;87;99;76;1,7;
13/12/2019;0,0;0,0;2;1;;1,9;4,6;0,3;91;99;79;2,4;
14/12/2019;4,4;4,2;0;0;;5,4;11,3;1,4;82;98;57;4,2;
15/12/2019;0,0;0,2;0;0;;5,0;8,1;0,9;86;99;69;1,8;
16/12/2019;0,0;0,0;0;0;;7,2;9,5;5,8;92;99;74;1,3;
17/12/2019;8,6;3,6;0;0;;7,7;8,7;6,6;99;99;99;;
18/12/2019;7,2;10,4;0;0;;9,1;9,7;8,5;99;99;99;;
19/12/2019;6,2;6,6;0;0;;9,7;10,1;9,0;99;99;99;;
20/12/2019;10,8;9,6;0;0;;8,6;9,2;7,1;98;99;90;;
21/12/2019;16,4;16,8;0;0;;8,4;13,6;6,1;91;99;65;4,4;
22/12/2019;6,2;2,2;0;0;;10,6;16,4;6,6;65;99;27;4,4;
23/12/2019;0,0;6,2;0;0;;11,8;14,7;8,7;38;53;26;4,7;
24/12/2019;0,0;0,0;0;0;;9,9;17,3;3,3;47;75;14;3,9;
25/12/2019;0,0;0,0;0;0;;8,2;17,2;2,9;60;86;15;4,5;
26/12/2019;0,0;0,0;0;0;;4,9;10,3;1,9;72;91;41;3,2;
27/12/2019;0,0;0,0;0;0;;4,3;9,4;0,5;76;95;51;4,2;
28/12/2019;0,0;0,0;0;0;;3,2;9,2;-0,3;88;99;58;4,3;
29/12/2019;0,0;0,0;0;0;;3,4;7,9;0,4;89;99;65;3,4;
30/12/2019;0,0;0,0;0;0;;2,6;4,4;0,6;94;99;81;;
31/12/2019;0,0;0,0;0;0;;2,6;9,0;-1,1;84;99;49;4,7;
